4.900000 4.900000 
1.959998 2.939999 
0.587997 1.959999 
-0.039204 1.450398 
-0.313604 1.168158 
-0.421796 0.997247 
-0.452529 0.882155 
-0.447950 0.796229 
-0.428018 0.726572 
-0.402127 0.666861 
-0.374651 0.613913 
-0.347575 0.566059 
-0.321759 0.522362 
-0.297530 0.482240 
-0.274968 0.445297 
-0.254042 0.411230 
-0.234673 0.379791 
-0.216764 0.350767 
-0.200214 0.323965 
-0.184923 0.299214 
-0.170799 0.276355 
-0.157752 0.255243 
-0.145702 0.235744 
-0.134572 0.217734 
-0.124292 0.201101 
-0.114797 0.185738 
-0.106028 0.171549 
-0.097929 0.158444 
-0.090448 0.146340 
-0.083539 0.135160 
-0.077157 0.124835 
-0.071263 0.115298 
-0.065820 0.106490 
-0.060792 0.098355 
-0.056148 0.090842 
-0.051859 0.083902 
-0.047898 0.077492 
-0.044239 0.071572 
-0.040860 0.066105 
-0.037739 0.061055 
-0.034856 0.056391 
-0.032194 0.052083 
-0.029735 0.048104 
-0.027464 0.044429 
-0.025366 0.041035 
-0.023429 0.037900 
-0.021639 0.035005 
-0.019987 0.032331 
-0.018460 0.029861 
-0.017050 0.027580 
-0.015748 0.025473 
-0.014545 0.023527 
-0.013435 0.021730 
-0.012409 0.020070 
-0.011461 0.018536 
-0.010586 0.017120 
-0.009778 0.015813 
-0.009031 0.014605 
-0.008342 0.013489 
-0.007705 0.012458 
-0.007117 0.011507 
-0.006573 0.010628 
-0.006071 0.009816 
-0.005608 0.009066 
-0.005180 0.008373 
-0.004785 0.007734 
-0.004420 0.007143 
-0.004082 0.006597 
-0.003771 0.006093 
-0.003483 0.005628 
-0.003217 0.005198 
-0.002972 0.004801 
-0.002745 0.004434 
-0.002536 0.004095 
-0.002343 0.003782 
-0.002164 0.003493 
-0.001999 0.003227 
-0.001847 0.002980 
-0.001706 0.002752 
-0.001576 0.002542 
-0.001456 0.002348 
-0.001345 0.002169 
-0.001243 0.002003 
-0.001148 0.001850 
-0.001061 0.001709 
-0.000980 0.001578 
-0.000906 0.001458 
-0.000837 0.001346 
-0.000773 0.001243 
-0.000715 0.001148 
-0.000661 0.001061 
-0.000610 0.000980 
-0.000564 0.000905 
-0.000521 0.000836 
-0.000482 0.000772 
-0.000446 0.000713 
-0.000412 0.000658 
-0.000381 0.000608 
-0.000352 0.000562 
-0.000326 0.000519 
-0.000301 0.000479 
-0.000278 0.000443 
-0.000258 0.000409 
-0.000238 0.000377 
-0.000220 0.000349 
-0.000204 0.000322 
-0.000189 0.000297 
-0.000175 0.000275 
-0.000162 0.000254 
-0.000150 0.000234 
-0.000139 0.000216 
-0.000129 0.000200 
-0.000129 0.000185 
-0.000116 0.000172 
-0.000116 0.000160 
-0.000104 0.000160 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
-0.000104 0.000148 
